,indicator,result
2474,EMA3000 / EMA4000,0.0
2475,EMA3000 / EMA4100,0.0
2476,EMA3000 / EMA4200,0.0
2477,EMA3000 / EMA4300,0.0
2478,EMA3000 / EMA4400,0.0
2479,EMA3000 / EMA4500,0.0
2480,EMA3000 / EMA4600,0.0
2481,EMA3000 / EMA4700,0.0
2482,EMA3000 / EMA4800,0.0
2483,EMA3000 / EMA4900,0.0
2484,EMA3000 / EMA5000,0.0
2485,EMA3000 / EMA5100,0.0
2486,EMA3000 / EMA5200,0.0
2487,EMA3000 / EMA5300,0.0
2488,EMA3000 / EMA5400,0.0
2489,EMA3000 / EMA5500,0.0
2490,EMA3000 / EMA5600,0.0
2491,EMA3000 / EMA5700,0.0
2492,EMA3000 / EMA5800,0.0
2493,EMA3000 / EMA5900,0.0
2494,EMA3000 / EMA6000,0.0
2495,EMA3000 / EMA6100,0.0
2496,EMA3000 / EMA6200,0.0
2497,EMA3000 / EMA6300,0.0
2498,EMA3000 / EMA6400,0.0
2499,EMA3000 / EMA6500,0.0
2500,EMA3000 / EMA6600,0.0
2501,EMA3000 / EMA6700,0.0
2502,EMA3000 / EMA6800,0.0
2503,EMA3000 / EMA6900,0.0
2504,EMA3000 / EMA7000,0.0
2505,EMA3000 / EMA7100,0.0
2506,EMA3000 / EMA7200,0.0
2507,EMA3000 / EMA7300,0.0
2508,EMA3000 / EMA7400,0.0
2509,EMA3000 / EMA7500,0.0
2510,EMA3000 / EMA7600,0.0
2511,EMA3000 / EMA7700,0.0
2512,EMA3000 / EMA7800,0.0
2513,EMA3000 / EMA7900,0.0
2514,EMA3000 / EMA8000,0.0
2515,EMA3000 / EMA8100,0.0
2516,EMA3000 / EMA8200,0.0
2517,EMA3000 / EMA8300,0.0
2518,EMA3000 / EMA8400,0.0
2519,EMA3000 / EMA8500,0.0
2520,EMA3000 / EMA8600,0.0
2521,EMA3000 / EMA8700,0.0
2522,EMA3000 / EMA8800,0.0
2523,EMA3000 / EMA8900,0.0
2524,EMA3000 / EMA9000,0.0
2525,EMA3000 / EMA9100,0.0
2526,EMA3000 / EMA9200,0.0
2527,EMA3000 / EMA9300,0.0
2528,EMA3000 / EMA9400,0.0
2529,EMA3000 / EMA9500,0.0
2530,EMA3000 / EMA9600,0.0
2531,EMA3000 / EMA9700,0.0
2532,EMA3000 / EMA9800,0.0
2533,EMA3000 / EMA9900,0.0
2534,EMA3000 / EMA10000,0.0
2535,EMA3100 / EMA3200,-3.9269999999999996
2536,EMA3100 / EMA3300,-4.335
2537,EMA3100 / EMA3400,-5.294
2538,EMA3100 / EMA3500,-3.059
2539,EMA3100 / EMA3600,-3.0060000000000002
2540,EMA3100 / EMA3700,-2.7969999999999997
2541,EMA3100 / EMA3800,0.0
2542,EMA3100 / EMA3900,0.0
2543,EMA3100 / EMA4000,0.0
2544,EMA3100 / EMA4100,0.0
2545,EMA3100 / EMA4200,0.0
2546,EMA3100 / EMA4300,0.0
2547,EMA3100 / EMA4400,0.0
2548,EMA3100 / EMA4500,0.0
2549,EMA3100 / EMA4600,0.0
2550,EMA3100 / EMA4700,0.0
2551,EMA3100 / EMA4800,0.0
2552,EMA3100 / EMA4900,0.0
2553,EMA3100 / EMA5000,0.0
2554,EMA3100 / EMA5100,0.0
2555,EMA3100 / EMA5200,0.0
2556,EMA3100 / EMA5300,0.0
2557,EMA3100 / EMA5400,0.0
2558,EMA3100 / EMA5500,0.0
2559,EMA3100 / EMA5600,0.0
2560,EMA3100 / EMA5700,0.0
2561,EMA3100 / EMA5800,0.0
2562,EMA3100 / EMA5900,0.0
2563,EMA3100 / EMA6000,0.0
2564,EMA3100 / EMA6100,0.0
2565,EMA3100 / EMA6200,0.0
2566,EMA3100 / EMA6300,0.0
2567,EMA3100 / EMA6400,0.0
2568,EMA3100 / EMA6500,0.0
2569,EMA3100 / EMA6600,0.0
2570,EMA3100 / EMA6700,0.0
2571,EMA3100 / EMA6800,0.0
2572,EMA3100 / EMA6900,0.0
2573,EMA3100 / EMA7000,0.0
2574,EMA3100 / EMA7100,0.0
2575,EMA3100 / EMA7200,0.0
2576,EMA3100 / EMA7300,0.0
2577,EMA3100 / EMA7400,0.0
2578,EMA3100 / EMA7500,0.0
2579,EMA3100 / EMA7600,0.0
2580,EMA3100 / EMA7700,0.0
2581,EMA3100 / EMA7800,0.0
2582,EMA3100 / EMA7900,0.0
2583,EMA3100 / EMA8000,0.0
2584,EMA3100 / EMA8100,0.0
2585,EMA3100 / EMA8200,0.0
2586,EMA3100 / EMA8300,0.0
2587,EMA3100 / EMA8400,0.0
2588,EMA3100 / EMA8500,0.0
2589,EMA3100 / EMA8600,0.0
2590,EMA3100 / EMA8700,0.0
2591,EMA3100 / EMA8800,0.0
2592,EMA3100 / EMA8900,0.0
2593,EMA3100 / EMA9000,0.0
2594,EMA3100 / EMA9100,0.0
2595,EMA3100 / EMA9200,0.0
2596,EMA3100 / EMA9300,0.0
2597,EMA3100 / EMA9400,0.0
2598,EMA3100 / EMA9500,0.0
2599,EMA3100 / EMA9600,0.0
2600,EMA3100 / EMA9700,0.0
2601,EMA3100 / EMA9800,0.0
2602,EMA3100 / EMA9900,0.0
2603,EMA3100 / EMA10000,0.0
2604,EMA3200 / EMA3300,-5.718
2605,EMA3200 / EMA3400,-3.25
2606,EMA3200 / EMA3500,-2.7439999999999998
2607,EMA3200 / EMA3600,0.0
2608,EMA3200 / EMA3700,0.0
2609,EMA3200 / EMA3800,0.0
2610,EMA3200 / EMA3900,0.0
2611,EMA3200 / EMA4000,0.0
2612,EMA3200 / EMA4100,0.0
2613,EMA3200 / EMA4200,0.0
2614,EMA3200 / EMA4300,0.0
2615,EMA3200 / EMA4400,0.0
2616,EMA3200 / EMA4500,0.0
2617,EMA3200 / EMA4600,0.0
2618,EMA3200 / EMA4700,0.0
2619,EMA3200 / EMA4800,0.0
2620,EMA3200 / EMA4900,0.0
2621,EMA3200 / EMA5000,0.0
2622,EMA3200 / EMA5100,0.0
2623,EMA3200 / EMA5200,0.0
2624,EMA3200 / EMA5300,0.0
2625,EMA3200 / EMA5400,0.0
2626,EMA3200 / EMA5500,0.0
2627,EMA3200 / EMA5600,0.0
2628,EMA3200 / EMA5700,0.0
2629,EMA3200 / EMA5800,0.0
2630,EMA3200 / EMA5900,0.0
2631,EMA3200 / EMA6000,0.0
2632,EMA3200 / EMA6100,0.0
2633,EMA3200 / EMA6200,0.0
2634,EMA3200 / EMA6300,0.0
2635,EMA3200 / EMA6400,0.0
2636,EMA3200 / EMA6500,0.0
2637,EMA3200 / EMA6600,0.0
2638,EMA3200 / EMA6700,0.0
2639,EMA3200 / EMA6800,0.0
2640,EMA3200 / EMA6900,0.0
2641,EMA3200 / EMA7000,0.0
2642,EMA3200 / EMA7100,0.0
2643,EMA3200 / EMA7200,0.0
2644,EMA3200 / EMA7300,0.0
2645,EMA3200 / EMA7400,0.0
2646,EMA3200 / EMA7500,0.0
2647,EMA3200 / EMA7600,0.0
2648,EMA3200 / EMA7700,0.0
2649,EMA3200 / EMA7800,0.0
2650,EMA3200 / EMA7900,0.0
2651,EMA3200 / EMA8000,0.0
2652,EMA3200 / EMA8100,0.0
2653,EMA3200 / EMA8200,0.0
2654,EMA3200 / EMA8300,0.0
2655,EMA3200 / EMA8400,0.0
2656,EMA3200 / EMA8500,0.0
2657,EMA3200 / EMA8600,0.0
2658,EMA3200 / EMA8700,0.0
2659,EMA3200 / EMA8800,0.0
2660,EMA3200 / EMA8900,0.0
2661,EMA3200 / EMA9000,0.0
2662,EMA3200 / EMA9100,0.0
2663,EMA3200 / EMA9200,0.0
2664,EMA3200 / EMA9300,0.0
2665,EMA3200 / EMA9400,0.0
2666,EMA3200 / EMA9500,0.0
2667,EMA3200 / EMA9600,0.0
2668,EMA3200 / EMA9700,0.0
2669,EMA3200 / EMA9800,0.0
2670,EMA3200 / EMA9900,0.0
2671,EMA3200 / EMA10000,0.0
2672,EMA3300 / EMA3400,-2.4299999999999997
2673,EMA3300 / EMA3500,0.0
2674,EMA3300 / EMA3600,0.0
2675,EMA3300 / EMA3700,0.0
2676,EMA3300 / EMA3800,0.0
2677,EMA3300 / EMA3900,0.0
2678,EMA3300 / EMA4000,0.0
2679,EMA3300 / EMA4100,0.0
2680,EMA3300 / EMA4200,0.0
2681,EMA3300 / EMA4300,0.0
2682,EMA3300 / EMA4400,0.0
2683,EMA3300 / EMA4500,0.0
2684,EMA3300 / EMA4600,0.0
2685,EMA3300 / EMA4700,0.0
2686,EMA3300 / EMA4800,0.0
2687,EMA3300 / EMA4900,0.0
2688,EMA3300 / EMA5000,0.0
2689,EMA3300 / EMA5100,0.0
2690,EMA3300 / EMA5200,0.0
2691,EMA3300 / EMA5300,0.0
2692,EMA3300 / EMA5400,0.0
2693,EMA3300 / EMA5500,0.0
2694,EMA3300 / EMA5600,0.0
2695,EMA3300 / EMA5700,0.0
2696,EMA3300 / EMA5800,0.0
2697,EMA3300 / EMA5900,0.0
2698,EMA3300 / EMA6000,0.0
2699,EMA3300 / EMA6100,0.0
2700,EMA3300 / EMA6200,0.0
2701,EMA3300 / EMA6300,0.0
2702,EMA3300 / EMA6400,0.0
2703,EMA3300 / EMA6500,0.0
2704,EMA3300 / EMA6600,0.0
2705,EMA3300 / EMA6700,0.0
2706,EMA3300 / EMA6800,0.0
2707,EMA3300 / EMA6900,0.0
2708,EMA3300 / EMA7000,0.0
2709,EMA3300 / EMA7100,0.0
2710,EMA3300 / EMA7200,0.0
2711,EMA3300 / EMA7300,0.0
2712,EMA3300 / EMA7400,0.0
2713,EMA3300 / EMA7500,0.0
2714,EMA3300 / EMA7600,0.0
2715,EMA3300 / EMA7700,0.0
2716,EMA3300 / EMA7800,0.0
2717,EMA3300 / EMA7900,0.0
2718,EMA3300 / EMA8000,0.0
2719,EMA3300 / EMA8100,0.0
2720,EMA3300 / EMA8200,0.0
2721,EMA3300 / EMA8300,0.0
2722,EMA3300 / EMA8400,0.0
2723,EMA3300 / EMA8500,0.0
2724,EMA3300 / EMA8600,0.0
2725,EMA3300 / EMA8700,0.0
2726,EMA3300 / EMA8800,0.0
2727,EMA3300 / EMA8900,0.0
2728,EMA3300 / EMA9000,0.0
2729,EMA3300 / EMA9100,0.0
2730,EMA3300 / EMA9200,0.0
2731,EMA3300 / EMA9300,0.0
2732,EMA3300 / EMA9400,0.0
2733,EMA3300 / EMA9500,0.0
2734,EMA3300 / EMA9600,0.0
2735,EMA3300 / EMA9700,0.0
2736,EMA3300 / EMA9800,0.0
2737,EMA3300 / EMA9900,0.0
2738,EMA3300 / EMA10000,0.0
2739,EMA3400 / EMA3500,0.0
2740,EMA3400 / EMA3600,0.0
2741,EMA3400 / EMA3700,0.0
2742,EMA3400 / EMA3800,0.0
2743,EMA3400 / EMA3900,0.0
2744,EMA3400 / EMA4000,0.0
2745,EMA3400 / EMA4100,0.0
2746,EMA3400 / EMA4200,0.0
2747,EMA3400 / EMA4300,0.0
2748,EMA3400 / EMA4400,0.0
2749,EMA3400 / EMA4500,0.0
2750,EMA3400 / EMA4600,0.0
2751,EMA3400 / EMA4700,0.0
2752,EMA3400 / EMA4800,0.0
2753,EMA3400 / EMA4900,0.0
2754,EMA3400 / EMA5000,0.0
2755,EMA3400 / EMA5100,0.0
2756,EMA3400 / EMA5200,0.0
2757,EMA3400 / EMA5300,0.0
2758,EMA3400 / EMA5400,0.0
2759,EMA3400 / EMA5500,0.0
2760,EMA3400 / EMA5600,0.0
2761,EMA3400 / EMA5700,0.0
2762,EMA3400 / EMA5800,0.0
2763,EMA3400 / EMA5900,0.0
2764,EMA3400 / EMA6000,0.0
2765,EMA3400 / EMA6100,0.0
2766,EMA3400 / EMA6200,0.0
2767,EMA3400 / EMA6300,0.0
2768,EMA3400 / EMA6400,0.0
2769,EMA3400 / EMA6500,0.0
2770,EMA3400 / EMA6600,0.0
2771,EMA3400 / EMA6700,0.0
2772,EMA3400 / EMA6800,0.0
2773,EMA3400 / EMA6900,0.0
2774,EMA3400 / EMA7000,0.0
2775,EMA3400 / EMA7100,0.0
2776,EMA3400 / EMA7200,0.0
2777,EMA3400 / EMA7300,0.0
2778,EMA3400 / EMA7400,0.0
2779,EMA3400 / EMA7500,0.0
2780,EMA3400 / EMA7600,0.0
2781,EMA3400 / EMA7700,0.0
2782,EMA3400 / EMA7800,0.0
2783,EMA3400 / EMA7900,0.0
2784,EMA3400 / EMA8000,0.0
2785,EMA3400 / EMA8100,0.0
2786,EMA3400 / EMA8200,0.0
2787,EMA3400 / EMA8300,0.0
2788,EMA3400 / EMA8400,0.0
2789,EMA3400 / EMA8500,0.0
2790,EMA3400 / EMA8600,0.0
2791,EMA3400 / EMA8700,0.0
2792,EMA3400 / EMA8800,0.0
2793,EMA3400 / EMA8900,0.0
2794,EMA3400 / EMA9000,0.0
2795,EMA3400 / EMA9100,0.0
2796,EMA3400 / EMA9200,0.0
2797,EMA3400 / EMA9300,0.0
2798,EMA3400 / EMA9400,0.0
2799,EMA3400 / EMA9500,0.0
2800,EMA3400 / EMA9600,0.0
2801,EMA3400 / EMA9700,0.0
2802,EMA3400 / EMA9800,0.0
2803,EMA3400 / EMA9900,0.0
2804,EMA3400 / EMA10000,0.0
2805,EMA3500 / EMA3600,0.0
2806,EMA3500 / EMA3700,0.0
2807,EMA3500 / EMA3800,0.0
2808,EMA3500 / EMA3900,0.0
2809,EMA3500 / EMA4000,0.0
2810,EMA3500 / EMA4100,0.0
2811,EMA3500 / EMA4200,0.0
2812,EMA3500 / EMA4300,0.0
2813,EMA3500 / EMA4400,0.0
2814,EMA3500 / EMA4500,0.0
2815,EMA3500 / EMA4600,0.0
2816,EMA3500 / EMA4700,0.0
2817,EMA3500 / EMA4800,0.0
2818,EMA3500 / EMA4900,0.0
2819,EMA3500 / EMA5000,0.0
2820,EMA3500 / EMA5100,0.0
2821,EMA3500 / EMA5200,0.0
2822,EMA3500 / EMA5300,0.0
2823,EMA3500 / EMA5400,0.0
2824,EMA3500 / EMA5500,0.0
2825,EMA3500 / EMA5600,0.0
2826,EMA3500 / EMA5700,0.0
2827,EMA3500 / EMA5800,0.0
2828,EMA3500 / EMA5900,0.0
2829,EMA3500 / EMA6000,0.0
2830,EMA3500 / EMA6100,0.0
2831,EMA3500 / EMA6200,0.0
2832,EMA3500 / EMA6300,0.0
2833,EMA3500 / EMA6400,0.0
2834,EMA3500 / EMA6500,0.0
2835,EMA3500 / EMA6600,0.0
2836,EMA3500 / EMA6700,0.0
2837,EMA3500 / EMA6800,0.0
2838,EMA3500 / EMA6900,0.0
2839,EMA3500 / EMA7000,0.0
2840,EMA3500 / EMA7100,0.0
2841,EMA3500 / EMA7200,0.0
2842,EMA3500 / EMA7300,0.0
2843,EMA3500 / EMA7400,0.0
2844,EMA3500 / EMA7500,0.0
2845,EMA3500 / EMA7600,0.0
2846,EMA3500 / EMA7700,0.0
2847,EMA3500 / EMA7800,0.0
2848,EMA3500 / EMA7900,0.0
2849,EMA3500 / EMA8000,0.0
2850,EMA3500 / EMA8100,0.0
2851,EMA3500 / EMA8200,0.0
2852,EMA3500 / EMA8300,0.0
2853,EMA3500 / EMA8400,0.0
2854,EMA3500 / EMA8500,0.0
2855,EMA3500 / EMA8600,0.0
2856,EMA3500 / EMA8700,0.0
2857,EMA3500 / EMA8800,0.0
2858,EMA3500 / EMA8900,0.0
2859,EMA3500 / EMA9000,0.0
2860,EMA3500 / EMA9100,0.0
2861,EMA3500 / EMA9200,0.0
2862,EMA3500 / EMA9300,0.0
2863,EMA3500 / EMA9400,0.0
2864,EMA3500 / EMA9500,0.0
2865,EMA3500 / EMA9600,0.0
2866,EMA3500 / EMA9700,0.0
2867,EMA3500 / EMA9800,0.0
2868,EMA3500 / EMA9900,0.0
2869,EMA3500 / EMA10000,0.0
2870,EMA3600 / EMA3700,0.0
2871,EMA3600 / EMA3800,0.0
2872,EMA3600 / EMA3900,0.0
2873,EMA3600 / EMA4000,0.0
2874,EMA3600 / EMA4100,0.0
2875,EMA3600 / EMA4200,0.0
2876,EMA3600 / EMA4300,0.0
2877,EMA3600 / EMA4400,0.0
2878,EMA3600 / EMA4500,0.0
2879,EMA3600 / EMA4600,0.0
2880,EMA3600 / EMA4700,0.0
2881,EMA3600 / EMA4800,0.0
2882,EMA3600 / EMA4900,0.0
2883,EMA3600 / EMA5000,0.0
2884,EMA3600 / EMA5100,0.0
2885,EMA3600 / EMA5200,0.0
2886,EMA3600 / EMA5300,0.0
2887,EMA3600 / EMA5400,0.0
2888,EMA3600 / EMA5500,0.0
2889,EMA3600 / EMA5600,0.0
2890,EMA3600 / EMA5700,0.0
2891,EMA3600 / EMA5800,0.0
2892,EMA3600 / EMA5900,0.0
2893,EMA3600 / EMA6000,0.0
2894,EMA3600 / EMA6100,0.0
2895,EMA3600 / EMA6200,0.0
2896,EMA3600 / EMA6300,0.0
2897,EMA3600 / EMA6400,0.0
2898,EMA3600 / EMA6500,0.0
2899,EMA3600 / EMA6600,0.0
2900,EMA3600 / EMA6700,0.0
2901,EMA3600 / EMA6800,0.0
2902,EMA3600 / EMA6900,0.0
2903,EMA3600 / EMA7000,0.0
2904,EMA3600 / EMA7100,0.0
2905,EMA3600 / EMA7200,0.0
2906,EMA3600 / EMA7300,0.0
2907,EMA3600 / EMA7400,0.0
2908,EMA3600 / EMA7500,0.0
2909,EMA3600 / EMA7600,0.0
2910,EMA3600 / EMA7700,0.0
2911,EMA3600 / EMA7800,0.0
2912,EMA3600 / EMA7900,0.0
2913,EMA3600 / EMA8000,0.0
2914,EMA3600 / EMA8100,0.0
2915,EMA3600 / EMA8200,0.0
2916,EMA3600 / EMA8300,0.0
2917,EMA3600 / EMA8400,0.0
2918,EMA3600 / EMA8500,0.0
2919,EMA3600 / EMA8600,0.0
2920,EMA3600 / EMA8700,0.0
2921,EMA3600 / EMA8800,0.0
2922,EMA3600 / EMA8900,0.0
2923,EMA3600 / EMA9000,0.0
2924,EMA3600 / EMA9100,0.0
2925,EMA3600 / EMA9200,0.0
2926,EMA3600 / EMA9300,0.0
2927,EMA3600 / EMA9400,0.0
2928,EMA3600 / EMA9500,0.0
2929,EMA3600 / EMA9600,0.0
2930,EMA3600 / EMA9700,0.0
2931,EMA3600 / EMA9800,0.0
2932,EMA3600 / EMA9900,0.0
2933,EMA3600 / EMA10000,0.0
2934,EMA3700 / EMA3800,0.0
2935,EMA3700 / EMA3900,0.0
2936,EMA3700 / EMA4000,0.0
2937,EMA3700 / EMA4100,0.0
2938,EMA3700 / EMA4200,0.0
2939,EMA3700 / EMA4300,0.0
2940,EMA3700 / EMA4400,0.0
2941,EMA3700 / EMA4500,0.0
2942,EMA3700 / EMA4600,0.0
2943,EMA3700 / EMA4700,0.0
2944,EMA3700 / EMA4800,0.0
2945,EMA3700 / EMA4900,0.0
2946,EMA3700 / EMA5000,0.0
2947,EMA3700 / EMA5100,0.0
2948,EMA3700 / EMA5200,0.0
2949,EMA3700 / EMA5300,0.0
2950,EMA3700 / EMA5400,0.0
2951,EMA3700 / EMA5500,0.0
2952,EMA3700 / EMA5600,0.0
2953,EMA3700 / EMA5700,0.0
2954,EMA3700 / EMA5800,0.0
2955,EMA3700 / EMA5900,0.0
2956,EMA3700 / EMA6000,0.0
2957,EMA3700 / EMA6100,0.0
2958,EMA3700 / EMA6200,0.0
2959,EMA3700 / EMA6300,0.0
2960,EMA3700 / EMA6400,0.0
2961,EMA3700 / EMA6500,0.0
2962,EMA3700 / EMA6600,0.0
2963,EMA3700 / EMA6700,0.0
2964,EMA3700 / EMA6800,0.0
2965,EMA3700 / EMA6900,0.0
2966,EMA3700 / EMA7000,0.0
2967,EMA3700 / EMA7100,0.0
2968,EMA3700 / EMA7200,0.0
2969,EMA3700 / EMA7300,0.0
2970,EMA3700 / EMA7400,0.0
2971,EMA3700 / EMA7500,0.0
2972,EMA3700 / EMA7600,0.0
2973,EMA3700 / EMA7700,0.0
2974,EMA3700 / EMA7800,0.0
2975,EMA3700 / EMA7900,0.0
2976,EMA3700 / EMA8000,0.0
2977,EMA3700 / EMA8100,0.0
2978,EMA3700 / EMA8200,0.0
2979,EMA3700 / EMA8300,0.0
2980,EMA3700 / EMA8400,0.0
2981,EMA3700 / EMA8500,0.0
2982,EMA3700 / EMA8600,0.0
2983,EMA3700 / EMA8700,0.0
2984,EMA3700 / EMA8800,0.0
2985,EMA3700 / EMA8900,0.0
2986,EMA3700 / EMA9000,0.0
2987,EMA3700 / EMA9100,0.0
2988,EMA3700 / EMA9200,0.0
2989,EMA3700 / EMA9300,0.0
2990,EMA3700 / EMA9400,0.0
2991,EMA3700 / EMA9500,0.0
2992,EMA3700 / EMA9600,0.0
2993,EMA3700 / EMA9700,0.0
2994,EMA3700 / EMA9800,0.0
2995,EMA3700 / EMA9900,0.0
2996,EMA3700 / EMA10000,0.0
2997,EMA3800 / EMA3900,0.0
2998,EMA3800 / EMA4000,0.0
2999,EMA3800 / EMA4100,0.0
3000,EMA3800 / EMA4200,0.0
3001,EMA3800 / EMA4300,0.0
3002,EMA3800 / EMA4400,0.0
3003,EMA3800 / EMA4500,0.0
3004,EMA3800 / EMA4600,0.0
3005,EMA3800 / EMA4700,0.0
3006,EMA3800 / EMA4800,0.0
3007,EMA3800 / EMA4900,0.0
3008,EMA3800 / EMA5000,0.0
3009,EMA3800 / EMA5100,0.0
3010,EMA3800 / EMA5200,0.0
3011,EMA3800 / EMA5300,0.0
3012,EMA3800 / EMA5400,0.0
3013,EMA3800 / EMA5500,0.0
3014,EMA3800 / EMA5600,0.0
3015,EMA3800 / EMA5700,0.0
3016,EMA3800 / EMA5800,0.0
3017,EMA3800 / EMA5900,0.0
3018,EMA3800 / EMA6000,0.0
3019,EMA3800 / EMA6100,0.0
3020,EMA3800 / EMA6200,0.0
3021,EMA3800 / EMA6300,0.0
3022,EMA3800 / EMA6400,0.0
3023,EMA3800 / EMA6500,0.0
3024,EMA3800 / EMA6600,0.0
3025,EMA3800 / EMA6700,0.0
3026,EMA3800 / EMA6800,0.0
3027,EMA3800 / EMA6900,0.0
3028,EMA3800 / EMA7000,0.0
3029,EMA3800 / EMA7100,0.0
3030,EMA3800 / EMA7200,0.0
3031,EMA3800 / EMA7300,0.0
3032,EMA3800 / EMA7400,0.0
3033,EMA3800 / EMA7500,0.0
3034,EMA3800 / EMA7600,0.0
3035,EMA3800 / EMA7700,0.0
3036,EMA3800 / EMA7800,0.0
3037,EMA3800 / EMA7900,0.0
3038,EMA3800 / EMA8000,0.0
3039,EMA3800 / EMA8100,0.0
3040,EMA3800 / EMA8200,0.0
3041,EMA3800 / EMA8300,0.0
3042,EMA3800 / EMA8400,0.0
3043,EMA3800 / EMA8500,0.0
3044,EMA3800 / EMA8600,0.0
3045,EMA3800 / EMA8700,0.0
3046,EMA3800 / EMA8800,0.0
3047,EMA3800 / EMA8900,0.0
3048,EMA3800 / EMA9000,0.0
3049,EMA3800 / EMA9100,0.0
3050,EMA3800 / EMA9200,0.0
3051,EMA3800 / EMA9300,0.0
3052,EMA3800 / EMA9400,0.0
3053,EMA3800 / EMA9500,0.0
3054,EMA3800 / EMA9600,0.0
3055,EMA3800 / EMA9700,0.0
3056,EMA3800 / EMA9800,0.0
3057,EMA3800 / EMA9900,0.0
3058,EMA3800 / EMA10000,0.0
3059,EMA3900 / EMA4000,0.0
3060,EMA3900 / EMA4100,0.0
3061,EMA3900 / EMA4200,0.0
3062,EMA3900 / EMA4300,0.0
3063,EMA3900 / EMA4400,0.0
3064,EMA3900 / EMA4500,0.0
3065,EMA3900 / EMA4600,0.0
3066,EMA3900 / EMA4700,0.0
3067,EMA3900 / EMA4800,0.0
3068,EMA3900 / EMA4900,0.0
3069,EMA3900 / EMA5000,0.0
3070,EMA3900 / EMA5100,0.0
3071,EMA3900 / EMA5200,0.0
3072,EMA3900 / EMA5300,0.0
3073,EMA3900 / EMA5400,0.0
3074,EMA3900 / EMA5500,0.0
3075,EMA3900 / EMA5600,0.0
3076,EMA3900 / EMA5700,0.0
3077,EMA3900 / EMA5800,0.0
3078,EMA3900 / EMA5900,0.0
3079,EMA3900 / EMA6000,0.0
3080,EMA3900 / EMA6100,0.0
3081,EMA3900 / EMA6200,0.0
3082,EMA3900 / EMA6300,0.0
3083,EMA3900 / EMA6400,0.0
3084,EMA3900 / EMA6500,0.0
3085,EMA3900 / EMA6600,0.0
3086,EMA3900 / EMA6700,0.0
3087,EMA3900 / EMA6800,0.0
3088,EMA3900 / EMA6900,0.0
3089,EMA3900 / EMA7000,0.0
3090,EMA3900 / EMA7100,0.0
3091,EMA3900 / EMA7200,0.0
3092,EMA3900 / EMA7300,0.0
3093,EMA3900 / EMA7400,0.0
3094,EMA3900 / EMA7500,0.0
3095,EMA3900 / EMA7600,0.0
3096,EMA3900 / EMA7700,0.0
3097,EMA3900 / EMA7800,0.0
3098,EMA3900 / EMA7900,0.0
3099,EMA3900 / EMA8000,0.0
3100,EMA3900 / EMA8100,0.0
3101,EMA3900 / EMA8200,0.0
3102,EMA3900 / EMA8300,0.0
3103,EMA3900 / EMA8400,0.0
3104,EMA3900 / EMA8500,0.0
3105,EMA3900 / EMA8600,0.0
3106,EMA3900 / EMA8700,0.0
3107,EMA3900 / EMA8800,0.0
3108,EMA3900 / EMA8900,0.0
3109,EMA3900 / EMA9000,0.0
3110,EMA3900 / EMA9100,0.0
3111,EMA3900 / EMA9200,0.0
3112,EMA3900 / EMA9300,0.0
3113,EMA3900 / EMA9400,0.0
3114,EMA3900 / EMA9500,0.0
3115,EMA3900 / EMA9600,0.0
3116,EMA3900 / EMA9700,0.0
3117,EMA3900 / EMA9800,0.0
3118,EMA3900 / EMA9900,0.0
3119,EMA3900 / EMA10000,0.0
3120,EMA4000 / EMA4100,0.0
3121,EMA4000 / EMA4200,0.0
3122,EMA4000 / EMA4300,0.0
3123,EMA4000 / EMA4400,0.0
3124,EMA4000 / EMA4500,0.0
3125,EMA4000 / EMA4600,0.0
3126,EMA4000 / EMA4700,0.0
3127,EMA4000 / EMA4800,0.0
3128,EMA4000 / EMA4900,0.0
3129,EMA4000 / EMA5000,0.0
3130,EMA4000 / EMA5100,0.0
3131,EMA4000 / EMA5200,0.0
3132,EMA4000 / EMA5300,0.0
3133,EMA4000 / EMA5400,0.0
3134,EMA4000 / EMA5500,0.0
3135,EMA4000 / EMA5600,0.0
3136,EMA4000 / EMA5700,0.0
3137,EMA4000 / EMA5800,0.0
3138,EMA4000 / EMA5900,0.0
3139,EMA4000 / EMA6000,0.0
3140,EMA4000 / EMA6100,0.0
3141,EMA4000 / EMA6200,0.0
3142,EMA4000 / EMA6300,0.0
3143,EMA4000 / EMA6400,0.0
3144,EMA4000 / EMA6500,0.0
3145,EMA4000 / EMA6600,0.0
3146,EMA4000 / EMA6700,0.0
3147,EMA4000 / EMA6800,0.0
3148,EMA4000 / EMA6900,0.0
3149,EMA4000 / EMA7000,0.0
3150,EMA4000 / EMA7100,0.0
3151,EMA4000 / EMA7200,0.0
3152,EMA4000 / EMA7300,0.0
3153,EMA4000 / EMA7400,0.0
3154,EMA4000 / EMA7500,0.0
3155,EMA4000 / EMA7600,0.0
3156,EMA4000 / EMA7700,0.0
3157,EMA4000 / EMA7800,0.0
3158,EMA4000 / EMA7900,0.0
3159,EMA4000 / EMA8000,0.0
3160,EMA4000 / EMA8100,0.0
3161,EMA4000 / EMA8200,0.0
3162,EMA4000 / EMA8300,0.0
3163,EMA4000 / EMA8400,0.0
3164,EMA4000 / EMA8500,0.0
3165,EMA4000 / EMA8600,0.0
3166,EMA4000 / EMA8700,0.0
3167,EMA4000 / EMA8800,0.0
3168,EMA4000 / EMA8900,0.0
3169,EMA4000 / EMA9000,0.0
3170,EMA4000 / EMA9100,0.0
