,indicator,result
3870,EMA5400 / EMA5600,0.0
3871,EMA5400 / EMA5700,0.0
3872,EMA5400 / EMA5800,0.0
3873,EMA5400 / EMA5900,0.0
3874,EMA5400 / EMA6000,0.0
3875,EMA5400 / EMA6100,0.0
3876,EMA5400 / EMA6200,0.0
3877,EMA5400 / EMA6300,0.0
3878,EMA5400 / EMA6400,0.0
3879,EMA5400 / EMA6500,0.0
3880,EMA5400 / EMA6600,0.0
3881,EMA5400 / EMA6700,0.0
3882,EMA5400 / EMA6800,0.0
3883,EMA5400 / EMA6900,0.0
3884,EMA5400 / EMA7000,0.0
3885,EMA5400 / EMA7100,0.0
3886,EMA5400 / EMA7200,0.0
3887,EMA5400 / EMA7300,0.0
3888,EMA5400 / EMA7400,0.0
3889,EMA5400 / EMA7500,0.0
3890,EMA5400 / EMA7600,0.0
3891,EMA5400 / EMA7700,0.0
3892,EMA5400 / EMA7800,0.0
3893,EMA5400 / EMA7900,0.0
3894,EMA5400 / EMA8000,0.0
3895,EMA5400 / EMA8100,0.0
3896,EMA5400 / EMA8200,0.0
3897,EMA5400 / EMA8300,0.0
3898,EMA5400 / EMA8400,0.0
3899,EMA5400 / EMA8500,0.0
3900,EMA5400 / EMA8600,0.0
3901,EMA5400 / EMA8700,0.0
3902,EMA5400 / EMA8800,0.0
3903,EMA5400 / EMA8900,0.0
3904,EMA5400 / EMA9000,0.0
3905,EMA5400 / EMA9100,0.0
3906,EMA5400 / EMA9200,0.0
3907,EMA5400 / EMA9300,0.0
3908,EMA5400 / EMA9400,0.0
3909,EMA5400 / EMA9500,0.0
3910,EMA5400 / EMA9600,0.0
3911,EMA5400 / EMA9700,0.0
3912,EMA5400 / EMA9800,0.0
3913,EMA5400 / EMA9900,0.0
3914,EMA5400 / EMA10000,0.0
3915,EMA5500 / EMA5600,0.0
3916,EMA5500 / EMA5700,0.0
3917,EMA5500 / EMA5800,0.0
3918,EMA5500 / EMA5900,0.0
3919,EMA5500 / EMA6000,0.0
3920,EMA5500 / EMA6100,0.0
3921,EMA5500 / EMA6200,0.0
3922,EMA5500 / EMA6300,0.0
3923,EMA5500 / EMA6400,0.0
3924,EMA5500 / EMA6500,0.0
3925,EMA5500 / EMA6600,0.0
3926,EMA5500 / EMA6700,0.0
3927,EMA5500 / EMA6800,0.0
3928,EMA5500 / EMA6900,0.0
3929,EMA5500 / EMA7000,0.0
3930,EMA5500 / EMA7100,0.0
3931,EMA5500 / EMA7200,0.0
3932,EMA5500 / EMA7300,0.0
3933,EMA5500 / EMA7400,0.0
3934,EMA5500 / EMA7500,0.0
3935,EMA5500 / EMA7600,0.0
3936,EMA5500 / EMA7700,0.0
3937,EMA5500 / EMA7800,0.0
3938,EMA5500 / EMA7900,0.0
3939,EMA5500 / EMA8000,0.0
3940,EMA5500 / EMA8100,0.0
3941,EMA5500 / EMA8200,0.0
3942,EMA5500 / EMA8300,0.0
3943,EMA5500 / EMA8400,0.0
3944,EMA5500 / EMA8500,0.0
3945,EMA5500 / EMA8600,0.0
3946,EMA5500 / EMA8700,0.0
3947,EMA5500 / EMA8800,0.0
3948,EMA5500 / EMA8900,0.0
3949,EMA5500 / EMA9000,0.0
3950,EMA5500 / EMA9100,0.0
3951,EMA5500 / EMA9200,0.0
3952,EMA5500 / EMA9300,0.0
3953,EMA5500 / EMA9400,0.0
3954,EMA5500 / EMA9500,0.0
3955,EMA5500 / EMA9600,0.0
3956,EMA5500 / EMA9700,0.0
3957,EMA5500 / EMA9800,0.0
3958,EMA5500 / EMA9900,0.0
3959,EMA5500 / EMA10000,0.0
3960,EMA5600 / EMA5700,0.0
3961,EMA5600 / EMA5800,0.0
3962,EMA5600 / EMA5900,0.0
3963,EMA5600 / EMA6000,0.0
3964,EMA5600 / EMA6100,0.0
3965,EMA5600 / EMA6200,0.0
3966,EMA5600 / EMA6300,0.0
3967,EMA5600 / EMA6400,0.0
3968,EMA5600 / EMA6500,0.0
3969,EMA5600 / EMA6600,0.0
3970,EMA5600 / EMA6700,0.0
3971,EMA5600 / EMA6800,0.0
3972,EMA5600 / EMA6900,0.0
3973,EMA5600 / EMA7000,0.0
3974,EMA5600 / EMA7100,0.0
3975,EMA5600 / EMA7200,0.0
3976,EMA5600 / EMA7300,0.0
3977,EMA5600 / EMA7400,0.0
3978,EMA5600 / EMA7500,0.0
3979,EMA5600 / EMA7600,0.0
3980,EMA5600 / EMA7700,0.0
3981,EMA5600 / EMA7800,0.0
3982,EMA5600 / EMA7900,0.0
3983,EMA5600 / EMA8000,0.0
3984,EMA5600 / EMA8100,0.0
3985,EMA5600 / EMA8200,0.0
3986,EMA5600 / EMA8300,0.0
3987,EMA5600 / EMA8400,0.0
3988,EMA5600 / EMA8500,0.0
3989,EMA5600 / EMA8600,0.0
3990,EMA5600 / EMA8700,0.0
3991,EMA5600 / EMA8800,0.0
3992,EMA5600 / EMA8900,0.0
3993,EMA5600 / EMA9000,0.0
3994,EMA5600 / EMA9100,0.0
3995,EMA5600 / EMA9200,0.0
3996,EMA5600 / EMA9300,0.0
3997,EMA5600 / EMA9400,0.0
3998,EMA5600 / EMA9500,0.0
3999,EMA5600 / EMA9600,0.0
4000,EMA5600 / EMA9700,0.0
4001,EMA5600 / EMA9800,0.0
4002,EMA5600 / EMA9900,0.0
4003,EMA5600 / EMA10000,0.0
4004,EMA5700 / EMA5800,0.0
4005,EMA5700 / EMA5900,0.0
4006,EMA5700 / EMA6000,0.0
4007,EMA5700 / EMA6100,0.0
4008,EMA5700 / EMA6200,0.0
4009,EMA5700 / EMA6300,0.0
4010,EMA5700 / EMA6400,0.0
4011,EMA5700 / EMA6500,0.0
4012,EMA5700 / EMA6600,0.0
4013,EMA5700 / EMA6700,0.0
4014,EMA5700 / EMA6800,0.0
4015,EMA5700 / EMA6900,0.0
4016,EMA5700 / EMA7000,0.0
4017,EMA5700 / EMA7100,0.0
4018,EMA5700 / EMA7200,0.0
4019,EMA5700 / EMA7300,0.0
4020,EMA5700 / EMA7400,0.0
4021,EMA5700 / EMA7500,0.0
4022,EMA5700 / EMA7600,0.0
4023,EMA5700 / EMA7700,0.0
4024,EMA5700 / EMA7800,0.0
4025,EMA5700 / EMA7900,0.0
4026,EMA5700 / EMA8000,0.0
4027,EMA5700 / EMA8100,0.0
4028,EMA5700 / EMA8200,0.0
4029,EMA5700 / EMA8300,0.0
4030,EMA5700 / EMA8400,0.0
4031,EMA5700 / EMA8500,0.0
4032,EMA5700 / EMA8600,0.0
4033,EMA5700 / EMA8700,0.0
4034,EMA5700 / EMA8800,0.0
4035,EMA5700 / EMA8900,0.0
4036,EMA5700 / EMA9000,0.0
4037,EMA5700 / EMA9100,0.0
4038,EMA5700 / EMA9200,0.0
4039,EMA5700 / EMA9300,0.0
4040,EMA5700 / EMA9400,0.0
4041,EMA5700 / EMA9500,0.0
4042,EMA5700 / EMA9600,0.0
4043,EMA5700 / EMA9700,0.0
4044,EMA5700 / EMA9800,0.0
4045,EMA5700 / EMA9900,0.0
4046,EMA5700 / EMA10000,0.0
4047,EMA5800 / EMA5900,0.0
4048,EMA5800 / EMA6000,0.0
4049,EMA5800 / EMA6100,0.0
4050,EMA5800 / EMA6200,0.0
4051,EMA5800 / EMA6300,0.0
4052,EMA5800 / EMA6400,0.0
4053,EMA5800 / EMA6500,0.0
4054,EMA5800 / EMA6600,0.0
4055,EMA5800 / EMA6700,0.0
4056,EMA5800 / EMA6800,0.0
4057,EMA5800 / EMA6900,0.0
4058,EMA5800 / EMA7000,0.0
4059,EMA5800 / EMA7100,0.0
4060,EMA5800 / EMA7200,0.0
4061,EMA5800 / EMA7300,0.0
4062,EMA5800 / EMA7400,0.0
4063,EMA5800 / EMA7500,0.0
4064,EMA5800 / EMA7600,0.0
4065,EMA5800 / EMA7700,0.0
4066,EMA5800 / EMA7800,0.0
4067,EMA5800 / EMA7900,0.0
4068,EMA5800 / EMA8000,0.0
4069,EMA5800 / EMA8100,0.0
4070,EMA5800 / EMA8200,0.0
4071,EMA5800 / EMA8300,0.0
4072,EMA5800 / EMA8400,0.0
4073,EMA5800 / EMA8500,0.0
4074,EMA5800 / EMA8600,0.0
4075,EMA5800 / EMA8700,0.0
4076,EMA5800 / EMA8800,0.0
4077,EMA5800 / EMA8900,0.0
4078,EMA5800 / EMA9000,0.0
4079,EMA5800 / EMA9100,0.0
4080,EMA5800 / EMA9200,0.0
4081,EMA5800 / EMA9300,0.0
4082,EMA5800 / EMA9400,0.0
4083,EMA5800 / EMA9500,0.0
4084,EMA5800 / EMA9600,0.0
4085,EMA5800 / EMA9700,0.0
4086,EMA5800 / EMA9800,0.0
4087,EMA5800 / EMA9900,0.0
4088,EMA5800 / EMA10000,0.0
4089,EMA5900 / EMA6000,0.0
4090,EMA5900 / EMA6100,0.0
4091,EMA5900 / EMA6200,0.0
4092,EMA5900 / EMA6300,0.0
4093,EMA5900 / EMA6400,0.0
4094,EMA5900 / EMA6500,0.0
4095,EMA5900 / EMA6600,0.0
4096,EMA5900 / EMA6700,0.0
4097,EMA5900 / EMA6800,0.0
4098,EMA5900 / EMA6900,0.0
4099,EMA5900 / EMA7000,0.0
4100,EMA5900 / EMA7100,0.0
4101,EMA5900 / EMA7200,0.0
4102,EMA5900 / EMA7300,0.0
4103,EMA5900 / EMA7400,0.0
4104,EMA5900 / EMA7500,0.0
4105,EMA5900 / EMA7600,0.0
4106,EMA5900 / EMA7700,0.0
4107,EMA5900 / EMA7800,0.0
4108,EMA5900 / EMA7900,0.0
4109,EMA5900 / EMA8000,0.0
4110,EMA5900 / EMA8100,0.0
4111,EMA5900 / EMA8200,0.0
4112,EMA5900 / EMA8300,0.0
4113,EMA5900 / EMA8400,0.0
4114,EMA5900 / EMA8500,0.0
4115,EMA5900 / EMA8600,0.0
4116,EMA5900 / EMA8700,0.0
4117,EMA5900 / EMA8800,0.0
4118,EMA5900 / EMA8900,0.0
4119,EMA5900 / EMA9000,0.0
4120,EMA5900 / EMA9100,0.0
4121,EMA5900 / EMA9200,0.0
4122,EMA5900 / EMA9300,0.0
4123,EMA5900 / EMA9400,0.0
4124,EMA5900 / EMA9500,0.0
4125,EMA5900 / EMA9600,0.0
4126,EMA5900 / EMA9700,0.0
4127,EMA5900 / EMA9800,0.0
4128,EMA5900 / EMA9900,0.0
4129,EMA5900 / EMA10000,0.0
4130,EMA6000 / EMA6100,0.0
4131,EMA6000 / EMA6200,0.0
4132,EMA6000 / EMA6300,0.0
4133,EMA6000 / EMA6400,0.0
4134,EMA6000 / EMA6500,0.0
4135,EMA6000 / EMA6600,0.0
4136,EMA6000 / EMA6700,0.0
4137,EMA6000 / EMA6800,0.0
4138,EMA6000 / EMA6900,0.0
4139,EMA6000 / EMA7000,0.0
4140,EMA6000 / EMA7100,0.0
4141,EMA6000 / EMA7200,0.0
4142,EMA6000 / EMA7300,0.0
4143,EMA6000 / EMA7400,0.0
4144,EMA6000 / EMA7500,0.0
4145,EMA6000 / EMA7600,0.0
4146,EMA6000 / EMA7700,0.0
4147,EMA6000 / EMA7800,0.0
4148,EMA6000 / EMA7900,0.0
4149,EMA6000 / EMA8000,0.0
4150,EMA6000 / EMA8100,0.0
4151,EMA6000 / EMA8200,0.0
4152,EMA6000 / EMA8300,0.0
4153,EMA6000 / EMA8400,0.0
4154,EMA6000 / EMA8500,0.0
4155,EMA6000 / EMA8600,0.0
4156,EMA6000 / EMA8700,0.0
4157,EMA6000 / EMA8800,0.0
4158,EMA6000 / EMA8900,0.0
4159,EMA6000 / EMA9000,0.0
4160,EMA6000 / EMA9100,0.0
4161,EMA6000 / EMA9200,0.0
4162,EMA6000 / EMA9300,0.0
4163,EMA6000 / EMA9400,0.0
4164,EMA6000 / EMA9500,0.0
4165,EMA6000 / EMA9600,0.0
4166,EMA6000 / EMA9700,0.0
4167,EMA6000 / EMA9800,0.0
4168,EMA6000 / EMA9900,0.0
4169,EMA6000 / EMA10000,0.0
4170,EMA6100 / EMA6200,0.0
4171,EMA6100 / EMA6300,0.0
4172,EMA6100 / EMA6400,0.0
4173,EMA6100 / EMA6500,0.0
4174,EMA6100 / EMA6600,0.0
4175,EMA6100 / EMA6700,0.0
4176,EMA6100 / EMA6800,0.0
4177,EMA6100 / EMA6900,0.0
4178,EMA6100 / EMA7000,0.0
4179,EMA6100 / EMA7100,0.0
4180,EMA6100 / EMA7200,0.0
4181,EMA6100 / EMA7300,0.0
4182,EMA6100 / EMA7400,0.0
4183,EMA6100 / EMA7500,0.0
4184,EMA6100 / EMA7600,0.0
4185,EMA6100 / EMA7700,0.0
4186,EMA6100 / EMA7800,0.0
4187,EMA6100 / EMA7900,0.0
4188,EMA6100 / EMA8000,0.0
4189,EMA6100 / EMA8100,0.0
4190,EMA6100 / EMA8200,0.0
4191,EMA6100 / EMA8300,0.0
4192,EMA6100 / EMA8400,0.0
4193,EMA6100 / EMA8500,0.0
4194,EMA6100 / EMA8600,0.0
4195,EMA6100 / EMA8700,0.0
4196,EMA6100 / EMA8800,0.0
4197,EMA6100 / EMA8900,0.0
4198,EMA6100 / EMA9000,0.0
4199,EMA6100 / EMA9100,0.0
4200,EMA6100 / EMA9200,0.0
4201,EMA6100 / EMA9300,0.0
4202,EMA6100 / EMA9400,0.0
4203,EMA6100 / EMA9500,0.0
4204,EMA6100 / EMA9600,0.0
4205,EMA6100 / EMA9700,0.0
4206,EMA6100 / EMA9800,0.0
4207,EMA6100 / EMA9900,0.0
4208,EMA6100 / EMA10000,0.0
4209,EMA6200 / EMA6300,0.0
4210,EMA6200 / EMA6400,0.0
4211,EMA6200 / EMA6500,0.0
4212,EMA6200 / EMA6600,0.0
4213,EMA6200 / EMA6700,0.0
4214,EMA6200 / EMA6800,0.0
4215,EMA6200 / EMA6900,0.0
4216,EMA6200 / EMA7000,0.0
4217,EMA6200 / EMA7100,0.0
4218,EMA6200 / EMA7200,0.0
4219,EMA6200 / EMA7300,0.0
4220,EMA6200 / EMA7400,0.0
4221,EMA6200 / EMA7500,0.0
4222,EMA6200 / EMA7600,0.0
4223,EMA6200 / EMA7700,0.0
4224,EMA6200 / EMA7800,0.0
4225,EMA6200 / EMA7900,0.0
4226,EMA6200 / EMA8000,0.0
4227,EMA6200 / EMA8100,0.0
4228,EMA6200 / EMA8200,0.0
4229,EMA6200 / EMA8300,0.0
4230,EMA6200 / EMA8400,0.0
4231,EMA6200 / EMA8500,0.0
4232,EMA6200 / EMA8600,0.0
4233,EMA6200 / EMA8700,0.0
4234,EMA6200 / EMA8800,0.0
4235,EMA6200 / EMA8900,0.0
4236,EMA6200 / EMA9000,0.0
4237,EMA6200 / EMA9100,0.0
4238,EMA6200 / EMA9200,0.0
4239,EMA6200 / EMA9300,0.0
4240,EMA6200 / EMA9400,0.0
4241,EMA6200 / EMA9500,0.0
4242,EMA6200 / EMA9600,0.0
4243,EMA6200 / EMA9700,0.0
4244,EMA6200 / EMA9800,0.0
4245,EMA6200 / EMA9900,0.0
4246,EMA6200 / EMA10000,0.0
4247,EMA6300 / EMA6400,0.0
4248,EMA6300 / EMA6500,0.0
4249,EMA6300 / EMA6600,0.0
4250,EMA6300 / EMA6700,0.0
4251,EMA6300 / EMA6800,0.0
4252,EMA6300 / EMA6900,0.0
4253,EMA6300 / EMA7000,0.0
4254,EMA6300 / EMA7100,0.0
4255,EMA6300 / EMA7200,0.0
4256,EMA6300 / EMA7300,0.0
4257,EMA6300 / EMA7400,0.0
4258,EMA6300 / EMA7500,0.0
4259,EMA6300 / EMA7600,0.0
4260,EMA6300 / EMA7700,0.0
4261,EMA6300 / EMA7800,0.0
4262,EMA6300 / EMA7900,0.0
4263,EMA6300 / EMA8000,0.0
4264,EMA6300 / EMA8100,0.0
4265,EMA6300 / EMA8200,0.0
4266,EMA6300 / EMA8300,0.0
4267,EMA6300 / EMA8400,0.0
4268,EMA6300 / EMA8500,0.0
4269,EMA6300 / EMA8600,0.0
4270,EMA6300 / EMA8700,0.0
4271,EMA6300 / EMA8800,0.0
4272,EMA6300 / EMA8900,0.0
4273,EMA6300 / EMA9000,0.0
4274,EMA6300 / EMA9100,0.0
4275,EMA6300 / EMA9200,0.0
4276,EMA6300 / EMA9300,0.0
4277,EMA6300 / EMA9400,0.0
4278,EMA6300 / EMA9500,0.0
4279,EMA6300 / EMA9600,0.0
4280,EMA6300 / EMA9700,0.0
4281,EMA6300 / EMA9800,0.0
4282,EMA6300 / EMA9900,0.0
4283,EMA6300 / EMA10000,0.0
4284,EMA6400 / EMA6500,0.0
4285,EMA6400 / EMA6600,0.0
4286,EMA6400 / EMA6700,0.0
4287,EMA6400 / EMA6800,0.0
4288,EMA6400 / EMA6900,0.0
4289,EMA6400 / EMA7000,0.0
4290,EMA6400 / EMA7100,0.0
4291,EMA6400 / EMA7200,0.0
4292,EMA6400 / EMA7300,0.0
4293,EMA6400 / EMA7400,0.0
4294,EMA6400 / EMA7500,0.0
4295,EMA6400 / EMA7600,0.0
4296,EMA6400 / EMA7700,0.0
4297,EMA6400 / EMA7800,0.0
4298,EMA6400 / EMA7900,0.0
4299,EMA6400 / EMA8000,0.0
4300,EMA6400 / EMA8100,0.0
4301,EMA6400 / EMA8200,0.0
4302,EMA6400 / EMA8300,0.0
4303,EMA6400 / EMA8400,0.0
4304,EMA6400 / EMA8500,0.0
4305,EMA6400 / EMA8600,0.0
4306,EMA6400 / EMA8700,0.0
4307,EMA6400 / EMA8800,0.0
4308,EMA6400 / EMA8900,0.0
4309,EMA6400 / EMA9000,0.0
4310,EMA6400 / EMA9100,0.0
4311,EMA6400 / EMA9200,0.0
4312,EMA6400 / EMA9300,0.0
4313,EMA6400 / EMA9400,0.0
4314,EMA6400 / EMA9500,0.0
4315,EMA6400 / EMA9600,0.0
4316,EMA6400 / EMA9700,0.0
4317,EMA6400 / EMA9800,0.0
4318,EMA6400 / EMA9900,0.0
4319,EMA6400 / EMA10000,0.0
4320,EMA6500 / EMA6600,0.0
4321,EMA6500 / EMA6700,0.0
4322,EMA6500 / EMA6800,0.0
4323,EMA6500 / EMA6900,0.0
4324,EMA6500 / EMA7000,0.0
4325,EMA6500 / EMA7100,0.0
4326,EMA6500 / EMA7200,0.0
4327,EMA6500 / EMA7300,0.0
4328,EMA6500 / EMA7400,0.0
4329,EMA6500 / EMA7500,0.0
4330,EMA6500 / EMA7600,0.0
4331,EMA6500 / EMA7700,0.0
4332,EMA6500 / EMA7800,0.0
4333,EMA6500 / EMA7900,0.0
4334,EMA6500 / EMA8000,0.0
4335,EMA6500 / EMA8100,0.0
4336,EMA6500 / EMA8200,0.0
4337,EMA6500 / EMA8300,0.0
4338,EMA6500 / EMA8400,0.0
4339,EMA6500 / EMA8500,0.0
4340,EMA6500 / EMA8600,0.0
4341,EMA6500 / EMA8700,0.0
4342,EMA6500 / EMA8800,0.0
4343,EMA6500 / EMA8900,0.0
4344,EMA6500 / EMA9000,0.0
4345,EMA6500 / EMA9100,0.0
4346,EMA6500 / EMA9200,0.0
4347,EMA6500 / EMA9300,0.0
4348,EMA6500 / EMA9400,0.0
4349,EMA6500 / EMA9500,0.0
4350,EMA6500 / EMA9600,0.0
4351,EMA6500 / EMA9700,0.0
4352,EMA6500 / EMA9800,0.0
4353,EMA6500 / EMA9900,0.0
4354,EMA6500 / EMA10000,0.0
4355,EMA6600 / EMA6700,0.0
4356,EMA6600 / EMA6800,0.0
4357,EMA6600 / EMA6900,0.0
4358,EMA6600 / EMA7000,0.0
4359,EMA6600 / EMA7100,0.0
4360,EMA6600 / EMA7200,0.0
4361,EMA6600 / EMA7300,0.0
4362,EMA6600 / EMA7400,0.0
4363,EMA6600 / EMA7500,0.0
4364,EMA6600 / EMA7600,0.0
4365,EMA6600 / EMA7700,0.0
4366,EMA6600 / EMA7800,0.0
4367,EMA6600 / EMA7900,0.0
4368,EMA6600 / EMA8000,0.0
4369,EMA6600 / EMA8100,0.0
4370,EMA6600 / EMA8200,0.0
4371,EMA6600 / EMA8300,0.0
4372,EMA6600 / EMA8400,0.0
4373,EMA6600 / EMA8500,0.0
4374,EMA6600 / EMA8600,0.0
4375,EMA6600 / EMA8700,0.0
4376,EMA6600 / EMA8800,0.0
4377,EMA6600 / EMA8900,0.0
4378,EMA6600 / EMA9000,0.0
4379,EMA6600 / EMA9100,0.0
4380,EMA6600 / EMA9200,0.0
4381,EMA6600 / EMA9300,0.0
4382,EMA6600 / EMA9400,0.0
4383,EMA6600 / EMA9500,0.0
4384,EMA6600 / EMA9600,0.0
4385,EMA6600 / EMA9700,0.0
4386,EMA6600 / EMA9800,0.0
4387,EMA6600 / EMA9900,0.0
4388,EMA6600 / EMA10000,0.0
4389,EMA6700 / EMA6800,0.0
4390,EMA6700 / EMA6900,0.0
4391,EMA6700 / EMA7000,0.0
4392,EMA6700 / EMA7100,0.0
4393,EMA6700 / EMA7200,0.0
4394,EMA6700 / EMA7300,0.0
4395,EMA6700 / EMA7400,0.0
4396,EMA6700 / EMA7500,0.0
4397,EMA6700 / EMA7600,0.0
4398,EMA6700 / EMA7700,0.0
4399,EMA6700 / EMA7800,0.0
4400,EMA6700 / EMA7900,0.0
4401,EMA6700 / EMA8000,0.0
4402,EMA6700 / EMA8100,0.0
4403,EMA6700 / EMA8200,0.0
4404,EMA6700 / EMA8300,0.0
4405,EMA6700 / EMA8400,0.0
4406,EMA6700 / EMA8500,0.0
4407,EMA6700 / EMA8600,0.0
4408,EMA6700 / EMA8700,0.0
4409,EMA6700 / EMA8800,0.0
4410,EMA6700 / EMA8900,0.0
4411,EMA6700 / EMA9000,0.0
4412,EMA6700 / EMA9100,0.0
4413,EMA6700 / EMA9200,0.0
4414,EMA6700 / EMA9300,0.0
4415,EMA6700 / EMA9400,0.0
4416,EMA6700 / EMA9500,0.0
4417,EMA6700 / EMA9600,0.0
4418,EMA6700 / EMA9700,0.0
4419,EMA6700 / EMA9800,0.0
4420,EMA6700 / EMA9900,0.0
4421,EMA6700 / EMA10000,0.0
4422,EMA6800 / EMA6900,0.0
4423,EMA6800 / EMA7000,0.0
4424,EMA6800 / EMA7100,0.0
4425,EMA6800 / EMA7200,0.0
4426,EMA6800 / EMA7300,0.0
4427,EMA6800 / EMA7400,0.0
4428,EMA6800 / EMA7500,0.0
4429,EMA6800 / EMA7600,0.0
4430,EMA6800 / EMA7700,0.0
4431,EMA6800 / EMA7800,0.0
4432,EMA6800 / EMA7900,0.0
4433,EMA6800 / EMA8000,0.0
4434,EMA6800 / EMA8100,0.0
4435,EMA6800 / EMA8200,0.0
4436,EMA6800 / EMA8300,0.0
4437,EMA6800 / EMA8400,0.0
4438,EMA6800 / EMA8500,0.0
4439,EMA6800 / EMA8600,0.0
4440,EMA6800 / EMA8700,0.0
4441,EMA6800 / EMA8800,0.0
4442,EMA6800 / EMA8900,0.0
4443,EMA6800 / EMA9000,0.0
4444,EMA6800 / EMA9100,0.0
4445,EMA6800 / EMA9200,0.0
4446,EMA6800 / EMA9300,0.0
4447,EMA6800 / EMA9400,0.0
4448,EMA6800 / EMA9500,0.0
4449,EMA6800 / EMA9600,0.0
4450,EMA6800 / EMA9700,0.0
4451,EMA6800 / EMA9800,0.0
4452,EMA6800 / EMA9900,0.0
4453,EMA6800 / EMA10000,0.0
4454,EMA6900 / EMA7000,0.0
4455,EMA6900 / EMA7100,0.0
4456,EMA6900 / EMA7200,0.0
4457,EMA6900 / EMA7300,0.0
4458,EMA6900 / EMA7400,0.0
4459,EMA6900 / EMA7500,0.0
4460,EMA6900 / EMA7600,0.0
4461,EMA6900 / EMA7700,0.0
4462,EMA6900 / EMA7800,0.0
4463,EMA6900 / EMA7900,0.0
4464,EMA6900 / EMA8000,0.0
4465,EMA6900 / EMA8100,0.0
4466,EMA6900 / EMA8200,0.0
4467,EMA6900 / EMA8300,0.0
4468,EMA6900 / EMA8400,0.0
4469,EMA6900 / EMA8500,0.0
4470,EMA6900 / EMA8600,0.0
4471,EMA6900 / EMA8700,0.0
4472,EMA6900 / EMA8800,0.0
4473,EMA6900 / EMA8900,0.0
4474,EMA6900 / EMA9000,0.0
4475,EMA6900 / EMA9100,0.0
4476,EMA6900 / EMA9200,0.0
4477,EMA6900 / EMA9300,0.0
4478,EMA6900 / EMA9400,0.0
4479,EMA6900 / EMA9500,0.0
4480,EMA6900 / EMA9600,0.0
4481,EMA6900 / EMA9700,0.0
4482,EMA6900 / EMA9800,0.0
4483,EMA6900 / EMA9900,0.0
4484,EMA6900 / EMA10000,0.0
4485,EMA7000 / EMA7100,0.0
4486,EMA7000 / EMA7200,0.0
4487,EMA7000 / EMA7300,0.0
4488,EMA7000 / EMA7400,0.0
4489,EMA7000 / EMA7500,0.0
4490,EMA7000 / EMA7600,0.0
4491,EMA7000 / EMA7700,0.0
4492,EMA7000 / EMA7800,0.0
4493,EMA7000 / EMA7900,0.0
4494,EMA7000 / EMA8000,0.0
4495,EMA7000 / EMA8100,0.0
4496,EMA7000 / EMA8200,0.0
4497,EMA7000 / EMA8300,0.0
4498,EMA7000 / EMA8400,0.0
4499,EMA7000 / EMA8500,0.0
4500,EMA7000 / EMA8600,0.0
4501,EMA7000 / EMA8700,0.0
4502,EMA7000 / EMA8800,0.0
4503,EMA7000 / EMA8900,0.0
4504,EMA7000 / EMA9000,0.0
4505,EMA7000 / EMA9100,0.0
4506,EMA7000 / EMA9200,0.0
4507,EMA7000 / EMA9300,0.0
4508,EMA7000 / EMA9400,0.0
4509,EMA7000 / EMA9500,0.0
4510,EMA7000 / EMA9600,0.0
4511,EMA7000 / EMA9700,0.0
4512,EMA7000 / EMA9800,0.0
4513,EMA7000 / EMA9900,0.0
4514,EMA7000 / EMA10000,0.0
4515,EMA7100 / EMA7200,0.0
4516,EMA7100 / EMA7300,0.0
4517,EMA7100 / EMA7400,0.0
4518,EMA7100 / EMA7500,0.0
4519,EMA7100 / EMA7600,0.0
4520,EMA7100 / EMA7700,0.0
4521,EMA7100 / EMA7800,0.0
4522,EMA7100 / EMA7900,0.0
4523,EMA7100 / EMA8000,0.0
4524,EMA7100 / EMA8100,0.0
4525,EMA7100 / EMA8200,0.0
4526,EMA7100 / EMA8300,0.0
4527,EMA7100 / EMA8400,0.0
4528,EMA7100 / EMA8500,0.0
4529,EMA7100 / EMA8600,0.0
4530,EMA7100 / EMA8700,0.0
4531,EMA7100 / EMA8800,0.0
4532,EMA7100 / EMA8900,0.0
4533,EMA7100 / EMA9000,0.0
4534,EMA7100 / EMA9100,0.0
4535,EMA7100 / EMA9200,0.0
4536,EMA7100 / EMA9300,0.0
4537,EMA7100 / EMA9400,0.0
4538,EMA7100 / EMA9500,0.0
4539,EMA7100 / EMA9600,0.0
4540,EMA7100 / EMA9700,0.0
4541,EMA7100 / EMA9800,0.0
4542,EMA7100 / EMA9900,0.0
4543,EMA7100 / EMA10000,0.0
4544,EMA7200 / EMA7300,0.0
4545,EMA7200 / EMA7400,0.0
4546,EMA7200 / EMA7500,0.0
4547,EMA7200 / EMA7600,0.0
4548,EMA7200 / EMA7700,0.0
4549,EMA7200 / EMA7800,0.0
4550,EMA7200 / EMA7900,0.0
4551,EMA7200 / EMA8000,0.0
4552,EMA7200 / EMA8100,0.0
4553,EMA7200 / EMA8200,0.0
4554,EMA7200 / EMA8300,0.0
4555,EMA7200 / EMA8400,0.0
4556,EMA7200 / EMA8500,0.0
4557,EMA7200 / EMA8600,0.0
4558,EMA7200 / EMA8700,0.0
4559,EMA7200 / EMA8800,0.0
4560,EMA7200 / EMA8900,0.0
4561,EMA7200 / EMA9000,0.0
4562,EMA7200 / EMA9100,0.0
4563,EMA7200 / EMA9200,0.0
4564,EMA7200 / EMA9300,0.0
4565,EMA7200 / EMA9400,0.0
4566,EMA7200 / EMA9500,0.0
4567,EMA7200 / EMA9600,0.0
4568,EMA7200 / EMA9700,0.0
